CONTENT,CLASS
guy check extraordinary website called moneygqcom make money online start working home today making per month moneygqcom visit moneygqcom check innocent woman prioritize desire flight search sad polish tax zip omniscient record,1
were the year for pop,0
sorry eminmem worthless wife beating bastard,0
eminem king rap micheal jackson king pop also wan na go hard wan na person first class fame check authenticviewscom famous within day yo,1
so spousal abuse cool thats great,0
megan foxbecause similar,0
holy crap view,0
eminem rihanna,0
love this song,0
what niceitentheart_suitheart_suitheart_suitheart_suit,0
i like this song very much,0
guy check extraordinary website called moneygqcom make money online start working home today making per month moneygqcom visit moneygqcom check flimsy slip facilitate manager noise set goal anxious regret actually loss retrieve smile,1
i love it and my mom to,0
who is watching in like,0
please check out my new song music video ad dont play,1
amazing song,0
guy check extraordinary website called moneygqcom make money online start working home today making per month moneygqcom visit moneygqcom check wood photograph husky breath act retain delightful system rhythm fabricates scintillating harbor,1
guy check extraordinary website called moneygqcom make money online start working home today making per month moneygqcom visit moneygqcom check cook officiates tax walk judge amount ink train valuable increase,1
check eminem amp kid cudi h watchvxytcqnzmua,1
i like it,0
yo guy sorry if this annoys you but check out my channel and latest video a like and subscribe would be nice too,1
this past christian my dad passed away to help me cope i picked up a pen and some paper and started to write little did i know nearly month ago that it would bring me where im at today over k subscriber and k video view i just wrote and released a song yesterday about a friend of mine who ha tried to commit suicide several time i cant promise you professionally produced music but i can promise real lyric just click on my picture thanks and thumb up so others may see,1
my name is gorge and let me tell u mine is my idol my inspiration ive listen to him growing up i never thou i would love rap this much but i thank him for helping me find my dream so i rap now and make couture video and yesterday i covered the song mockingbird it in my channel i worked really hard on it and it one of my favorite song of him so please go check it out and subscribe it would mean the world to me n sorry for the spam dont hate im not mine,1
love way lie featuring rhianna he awesome rapper she is awesome singer,0
eminem insperasen fav,0
eeeveryone could check channel dundundunnn,1
every collaboration between them we know it will be number,0
guy check extraordinary website called zonepacom make money online start working home today making per month zonepacom visit zonepacom check answer rehabilitate blushing limit push depreciateds steel beautiful selection edit range,1
guy check extraordinary website called zonepacom make money online start working home today making per month zonepacom visit zonepacom check view disclose macho lift letter frame thundering talk prevent conscious memory,1
good music,0
guy check extraordinary website called zonepacom make money online start working home today making per month zonepacom visit zonepacom check jelly activates reflective distribution normal top synthesizes opinion victorious plant entertains language,1
need youtube subscriber mail hermann buchmair fb,1
is it bad that my relationship is just like this lot,0
this video deserves bob view,0
and more,0
best song ever y,0
i could hear this for year,0
who is still watching in,0
i wish that guy wasnt so protective goose,0
super rihanna,0
i check out my channel i,1
know maybe one read please type quotdeazyquot i am rapper dream know must see like million everyday please check music subscribe you would like thank would love nothing decent following youtube people anyone reading could give quotthumbs upquot might see simple button press could make dream come truethank time amp may god bless,1
rihanna beautiful amazing heart_suitheart_suitheart_suitheart_suitheart_suitlove muchheart_suitheart_suitheart_suitheart_suit forever riri fan heart_suit heart_suit heart_suit heart_suit heart_suit heart_suit,0
far,0
hey guy red_heartred_heartred_heartred_heartred_heartred_heartred_heart ignore please give chance name yuliya make cover started getting serious youtube september that is great challenge dream become singer youtube help keep please give chance thumb comment people see swear ill appreciate subscribe please red_heartred_heartred_heart love red_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heart xoxo red_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heart,1
every single one of his song brings me back to place i can never go back to and it hurt so bad inside,0
i love your song mine your the rap god,0
sneakiest good music hood muzak subscribe my channel thanks for the support sneakiest sneakiest good music hood muzak subscribe my channel thanks for the support sneakiest,1
i cried this song bringing back some hard memory,0
subscribe to u an we will subscribe back,1
song is bad,0
check out my cover of love the way you lie please,1
check fantasy music right gt thefantasy good music man,1
guy check extraordinary website called zonepacom make money online start working home today making per month zonepacom visit zonepacom check war illustrate exclusive space mountain refers helpless death tax review special music,1
guy check extraordinary website called zonepacom make money online start working home today making per month zonepacom visit zonepacom check loud authority improves canvas mother repair uppity learning substantial cook derives harbor,1
guy check extraordinary website called zonepacom make money online start working home today making per month zonepacom visit zonepacom check burst render symptomatic bite knowledge brief narrow thought eager sky transmit crush,1
guy check extraordinary website called zonepacom make money online start working home today making per month zonepacom visit zonepacom check mammoth waste achieve shock limit reduce delicate minute meaty scale adapt oil,1
charlie from lost,0
what the hell this song is already five year old i remember when it first came out this wa my jam,0
check out my channel im year old rapper,1
is that mean fox,0
to subscribe my channel than,1
hey check out my channel please,1
so he admitting he killed his girlfriend,0
check tube keithlinscotts one word keithlinscotts tube com,1
check out my mummy channel,1
i want to smack this year boy in to forever,0
charlie heroin will do that to you,0
fruit vegetable give longer lasting energy weight loss check youtubecomuserloseweight,1
love song,0
mean fox is gorge in this mine is truly the rap god,0
rihanna pour vincent remix rihanna pour vincent remix rihanna pour vincent remix rihanna pour vincent remix rihanna pour vincent remix rihanna pour vincent remix rihanna pour vincent remix rihanna pour vincent remix rihanna pour vincent remix click subscribe,1
he get more view but ha le subscriber lot,1
go check out mine survival,1
hey i am year old rapper texas do not rap quotpmwquot promise music disappoint search therealchrisking find listen track quotmemory lanequot released rd mixtape quotcrown mequot far i have nothing good review i am asking like subscribe view help catch dream could leave comment letting know think would much appreciated also thank,1
if mine get penny per view he would have million dollar,1
check leandrus playtime awesoooome,1
dress like rihanna kpopcitynet largest discount fashion store world check quothollywood collectionquot dress like favourite star dress like rihanna kpopcitynet largest discount fashion store world check quothollywood collectionquot dress like favourite star,1
check dope channel phenomenallyricshere check dope channel phenomenallyricshere check dope channel phenomenallyricshere check dope channel phenomenallyricshere check dope channel phenomenallyricshere check dope channel phenomenallyricshere check dope channel phenomenallyricshere check dope channel phenomenallyricshere check dope channel phenomenallyricshere,1
charlie from lost,0
subscribe me plus mine fan,1
dude check out pay,1
i love thistle talent of mine and skylark work well together,0
share this video this song can beat pay gangway style,1
thumb up if you watching in and you like it,0
check out my remix to toga molly it whiz kalif peace and love,1
check out my channel please,1
working hard past day improve writingrecordingmixingperforming bar everyday i am whole year day today i am day today work hard i am verse everyday improve i am going way please subscribe channel help build fan base watch improve help get closer dream i am lyrical keep real will not leave promise please subscribe please like commment people see,1
cannot believe watched brand new adult video clip rihanna screwing black basketball player check video right wish crazycelebnewseupn,1
check my video and subscribe and like play,1
never get old best song ever red_heart,0
first they were fighting then they were making out,0
hey guy please spent one minute i am singer srilanka i am year old sooo like great singer one day hope would happen really life view video rate let know voice please help u guy closer living dream really know you would helped read comment heshe understand feeling thanks guy lv really much subscribe channel onece thank,1
yo guy im year old rapper just started rapping so please check out my site and leave feedback and subscribe also like this comment so more can see and make my channel big swell,1
for s rap fan check out my big pun beware cover like n comment very much appreciated,1
i love this song up to the moon it you are rock,0
hello i am from azerbaijan,0
great warning happen soon lneadwbfstvhkjlpxaeyvmnlvmriudtsfkvy ali paša croatia lt lneadwbfvkahxpkenmfywkyxthsuprijuqsznu g belrus nice one lneadwbftvzqtjuehasiefrjgexi_dvqdnqvpho exode comeback view lneadwbfunoaragawgutjoazdkfiun_tz_hy muhammad shaeel abbas fuck lneadwbftotoufjzvfflfnaxykwzsivqhimxe notorious niko hey guy i am yr old rapper trying get exposure live belgium one speaks english resort gay spam check latest track probably best audio is not best i am gon na invest real equipment next track please thumb others see hey do not check leave response like thanks advance guy part making dream come true notorious niko,1
hey guy im a or old rapper trying to get exposure i live in belgium where no one speaks english so i have to resort to this gay spam check out my latest track a they are probably my best audio isnt the best but im on a invest in some real equipment for my next track please thumb this up so others can see or hey dont just check me out yourself and leave a response and a like d thanks in advance you guy will be part of making my dream come true notorious like,1
eminent be the best rapper evert,0
i hate rap,0
check channel see rihanna short mix,1
every weekend a new lyric video of mine here view like subscribe,1
songvideo trigger good,0
wa that mean fox,0
any can u guy please check out my rap video im n im just trona get some love please check it out an thank u,1
come subscribe to my channel please,1
awesome song congratulation,0
come check music channel go check song quotlove mequot jemini amazing person thank check do not check you are still amazing person reading post,1
share like page win hand signed rihanna photo fb fan rihanna,1
check out my page madam b beat,1
look and share my video please d,1
like amp subscribe watchvtugnl,1
charlie did those who saw lost only will understand,0
lady get if you have a broken heart or you just want to understand guy better you should check out this underground book called the power of the pussy on amazon best book ever for u girl hand just a warning it for and overly,1
coffee lover please read check out a song i wrote and sing on you tube called coffee logotype coffee love like i spell it while your already on you tube hit entertain look for video titled coffee love hit enter and blast off,1
hey guy please subscribe channel i am young dedicated rapper post video everyday improve writeperformrecordmixeditpost everyday verse everyday barsto improve i am day whole year improve right i am day guy please like comment everyone see follow journeywatch improve everyday subscribe please i am lyrical keep real help reach dream help build fan base thanks,1
so many comment,0
getting too billion view holy moly,0
best song,0
subscribe to me i make music,1
song in world even in,0
hi loving it,0
subscribe me if u love mine,1
lot thats the guy from animal planet and lost and the girl is mean fox i think hath,0
this song is true because it is insane because boy will do this to a girl and it is not true that people say that a guy will never do it to a girl but boy you lie now stop treating u girl this way you all suck,0
love the video,0
hello im from bulgaria,0
love rihanna subscribe,1
mine rap can be easy for a boy but i can do that,0
check out my music video on my channel,1
check band page youtube killtheclockhd check original song including quotyour disguisequot,1
could you guy please check out my channel for hiphop beat,1
love song sooooooooooooooo much,0
everyone come check new gta gameplay right watchv_hmsayho,1
hey guy im cypher im year old and rap is my life i recently made my second album desire up please take a moment to check out my album on couture thank you very much for reading every like comment and subscription count,1
eminem love way lie heart_suit heart_suit heart_suit,0
hey guy ready for more cipher back check out my video on couture new album is out check it out more music tomorrow thanks for reading,1
hey guy would not mindcould check boy musicwe made real lyrical songsearch dna andrew guaschi appreciate leave real feedback keep hiphop alive,1
is that girl is mean fox,0
so freaking sad,0
hello i only made one mine song on my channel could you guy just put a like on it please dont need to subscribe thanks,1
hey guy guy please subscribe channel i am young rapper really dedicated post video everyday post verse barspart songeveryday improve i am day right i am day i am whole year without missing one day guy please subscribe follow journey dream watch improve really mean lot thank will not let promise i am lyrical keep real,1
hey it me here im a young up and coming rapper and i wan a get my music heard i know spam wont get me fame but at the moment i got no way of getting a little attention so please do me a favor and check out my channel and drop a sub if you enjoy yourself im just getting started so i really appreciate those who take time to leave constructive criticism i already got subscriber and view on my first did ive been told i have potential,1
i like the lyric but not to music video,0
hope everyone good spirit i am hard working student who is also passionate singer look foward day make music share i have cover check channel i have done cover miley cyrus imagine dragon lana del rey drake macklemore pink countless others subscribe want goal is not become famous inspire fyi is not spamming everyone right freedom speech thanks,1
check out my channel for rap and hip hop music,1
be,0
madam b beat check out my page,1
relnofollow classothashtag hrefurl relnofollow classothashtag hrefurl relnofollow classothashtag hrefurl eminem love way lie ft rihanna hrefurl,1
im me an aspiring young rapper with high hope i know you will not click this link and check out my channel you just dont want to well it your choice in fact you know what dont click,1
looooved,0
we need to get this to billion view,0
hey everyone please take a moment to read this i work my as off hoping to make it into the music industry but it hard to get people to hear you when you dont have money for advertisement and exposure i am a young artist who ha dream and goal like everybody else please take second and visit my channel you dont have to like me just give me a chance to prove my talent also please take just second of your life and thumb this comment up it would be super helpful,1
amazing,0
almost a billion,0
great song,0
please check video called quotwe love mind master itquot thanks,1
okay trust me im doing a favor you need to check out this guy named columbous nelson on couture,1
i agree they are just damn spammer they suck im trying to do the same and get known i know the feeling i will help you out and leave like and comment on your page i hope you could do the same and maybe subscribe to me that would be awesome thanks,1
madam b beat check out my page,1
check lyric watchvyuttxoyqq,1
i dont understand this song i have had the passion for woman feel like im losing my mind but i dont understand the idea of loving the the way someone lie,0
please read hey everyone im a year old student who love to sing i record and upload cover on my channel i would love if you could check them out just give me a chance you dont have to thumb up or subscribe but you can if you like what your hear just listen id really appreciate thank you for your time,1
anybody else here in,0
hi im lie m check out love the way you lie my live performance and many others video and my own lyric thanks,1
im subscribing to you just because your comment wa that great,1
i like the much version better,0
terrance thank serving country quotlike youquot quotsubscribequot,1
thumb up if you listen this in,0
hey everyone check out my channel leave a like and subscribe please and if there is a song you want me to do post the name in the comment and i will get on to it thanks,1
want make easy money check page tvcmcadavidweebly com do not miss opportunity,1
hi everyone duo starting record freestyle put youtube could check likecomment would mean much u love may best recording equipment listen lyric rhyme think you will like please subscribe share love making video want like much possible feel free comment give u pointer thank,1
lady check link you will find hottest hairstyle latest trend woman go site you will upgrade hairstyle fashion sens higher level do not get left behind gt googlbxrosr,1
hi bangladesh purple_heart,0
is that mean fox,0
fire,0
eminem fan check new song quotfeelin goodquot jdp click quotghostpoetquot link post thank,1
hi guy im an upcoming rapper if you could check out my channel and tell me what you think maybe subscribe or like i would really appreciate it all hater are welcome to thanks,1
check new video made called quotwe love mind master itquot thank much,1
i love the way you lie,0
love the way you lie i is nicer in my opinion d,0
almost to a billion,0
person love real music listen quotcruz supatquotbr awesome fuck eminem used,0
also check out do where do i go now and road to recovery,1
charlie got off the island and dated mean fox but what about care,0
hi guy check out my remixes than youre great swag,1
please check out my couture channel just uploaded my first couture video please check it out you will not regret it,1
mine best rapper all the time,0
om this guy sound like an america professor green,0
thumb up if you think this should have billion view,0
let me top comment please,0
i love this song,0
my favorite song growing_heartgrowing_heartgrowing_heartgrowing_heart,0
trona work with some rapper check out the one i already have on my channel,1
check out berserk video on my channel d,1
super,0
mine new song check out my video,1
my friend wife earns dollar a month you can do it do if you want to be a whore you can not get these type of wage for working from home on a pa taking survey dont believe that shit just because yahoo and other are taking their money doe not mean they are legit please like this so the msg get thru to vulnerable people like mine used to be,1
subscribe to my please guy,1
this is the the most watched video on couture and he the most subscribed channel on couture just recently surpassing busting bibber and is le then sub away from beating tailor swift,1
love you,0
lie m check hi out doe live the way you lie and many more check it out and subscribe,1
hello everyone please check video watchvbwywphic take minute hope do not ask much cannot help like amp share video please people see thumb would mean much maybe make dream come true thanks everyone god bless,1
watchvaimbwbfqbzg watch subscrible,1
i love you mine,0
love the you lie the good,0
still listening in,0
mine rock,0
check out my couture video for funny and cool rap,1
hay honesty wright year old love song thank makeing song love song much sometime hart get breaken people kill self go cazzy love much thanks face_screaming_in_fearclapping_handskeep go make sure dream comeing rule good luck,0
i love,0
subscribe and like my video please,1
subscribed btw you have a good style keep it up brother,1
i know you may not want to read this but please do im cypher an year old rapper i have skill people said my stuff isnt a good a my new stuff but it good please check out my current song comment and like thank you for reading rap is my life,1
charlie from lost,0
mine the best,0
usually guy i would vote people like this down but actually check out his channel it reminds me of a smaller version of mile give this guy a chance since everyone ha to start somewhere,1
red_heartred_heartred_heart,0
hello friend young year old rapper trying make something nothingplease take second life check video help reach dream god bless,1
beautiful song,0
check out my channel boy and girl,1
hey guy i know it annoying getting spammed sorry bout that but please take a moment to check out my channel im a rapper with decent skill i want to share my music with more people so take a listen thumb up so more can see this,1
best rap ever,0
i lover this song,0
hey guy i know you wan a skip over this but please take a chance and check out my music im a young up and coming rapper with a big dream and i appreciate constructive criticism so please have a look thank you for your time,1
love your song supper cooler,0
like musicbut anyone listening lyric,0
maybe one probably read case put quotthumbs quotso others see started rapping seriously type lunden video simple button help dream come true people ignore do not listen subscribe thank god bless,1
d,0
check out my channel for some lyricism,1
me and my big sister like you,0
not bad,0
i love mine it,0
look like megan fox face_with_tears_of_joy xd,0
hey go channel check dong thanks youtubers,1
is that mean fox,0
hate eminem nirvanatrust,0
like eminent,0
check out my playlet,1
medium evil please see share w w w farrell report net top ex uk police intelligence analyst turned whistleblower tony farrell expose horrific monstrous coverup perpetrated criminal operating crime inside mainstream entertainment medium law firm beware protect child devil brutally target innocent people real criminal linked london attack must see make viral also see uk column video st january,1
subscribe to my channel who can,1
simply rap god,0
is that mean fox ad,0
check out my new em cover video trailer,1
really good song be you know love song song,0
mine is the greatest artist to ever touch the mic,0
love rihanna smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyesfrom thailand,0
some classic,0
sorry spam you all know annoying spare min please check new track channel i am upcoming uk rapperplease come check song might like worry i am sorry wastin time even thumb get noticed really help peace you all,1
this song is like an ore the black part is good but the white part is better,0
that guy charge of lost to show,0
subscribe channel watchvnxkihkds,1
hi i am year rapper support guy check channel check song might like also follow twitter url follow back,1
hello brazil smiling_cat_with_hearteyesvictory_handbeating_heartsmiling_cat_with_hearteyesclapping_hands,0
mine the best ever,0
hey guy look im aware im spamming and it piss people off but please take a moment to check out my music im a young rapper and i love to do it and i just wan a share my music with more people just click my picture and then see if you like my stuff,1
know sean kingston got famous do not look kid hard hit message inbox subscribe check channelsounds fair,1
best song ever raising_hands,0
check out mine latest track survival if u didnt,1
subscribe to my channel x please spare,1
check out my video guy hope you guy had a good laugh d,1
yes ago i had a health scare but thankfully im okay i realized i wasnt living life to the fullest now im on a mission to do everything ive always wanted to do if you found out you were going to die tomorrow would you be happy with what youve accomplished or would you regret not doing certain thing sorry for spamming im just trying to motivate people to do the thing theyve always wanted to if youre bored come see what ive done so far almost subscriber and i just started,1
rihanna look beautiful red hair,0
view awesome,0
i love song,0
let make it first female to reach one billion share it and replay it,0
shakira best worldcup,0
the best world cup song ever,0
i love,0
see song open google type shakira guruofmovie,1
awesome,0
i like shaking,0
shaking wake wake be love this song,0
many dislikedhushed_face,0
i dont think this song will ever get old,0
love song,0
were good,0
every time i hear this song i think about invests goal against the netherlands,0
whose watching this in if so hi,0
i love this song so much later keep em coming,0
i love this song thumb up to you,0
wake best one,0
year later i still love this song be any,0
like,0
her voice sound weird and plus shes cute for a blonde,0
why there are so many dislike this song is so awesome it sound like we must stop be racist if i could i would like it time,0
nice love itttttttt wurkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,0
still watching in,0
shaking is my favorite singer voodoo,0
i remember this song,0
whose who are watching this in like,0
support the fight for your the amendment right to privacy in your home stop the a spying on america with the in patriot act renewal rand pal ha spent hour on the senate floor in a protest and filibuster fighting for our constitution that this nation is founded on join the fight at rand pal dot come spread the word we have someone that care about our nation email your senator congress men and woman tell them to support rand tell the news to support rand too senator rand pal wa up until a refuel am this passed sturdy morning fighting for our constitution buy postponing the vote until this week our constitution matter join rand in the fight to protect a refuel to privacy in your home and business senator rand pal wa up until a refuel am this passed sturdy morning fighting for our constitution buy postponing the vote until this week our constitution matter to all of u help rand protect it by joining the fright for it,1
best song in world,0
beautiful,0
good song,0
shes such an awesome entertainer and pretty too it shaking,0
love this song my soccer team made a ad for our couch with this song on it,0
fave song,0
watching in,0
i felt old when i realized that this song wa year old,0
love shaking,0
one of the best song of all the time,0
i really am madly in love with this woman,0
i totally love this song absolutely fantastic i love ya shaking,0
im still watching in,0
the song is sad,0
good,0
the best fife world cup song for sure,0
nice video shaking good,0
coby usl past br hrefurl hmvtxbr delete space,1
see thisbr hrefurl hmvtx,1
wake wake,0
she is beautiful but it is not america,0
thumb up if your watching in,1
ilovethissong,0
subscribe me please ill promise ill sub back,1
lamest world cup song ever this time for africa you mean in africa it wasnt a live aid event or something she made it seem like a charity case for them instead of a proud moment where wa tricky martin when you needed him sh,0
my friend say love this songsmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyessmiling_face_with_smiling_eyes,0
i love you,0
help shakira become first female hit billiom view i have decided watch video least one day everyday shakifans r close hit replay button,0
love shaking,0
it wa cool the best song ever,0
om listen to this it so good d,0
my uncle said he will stop smoking if this comment get like please like this comment thanks,1
nice song,0
wake wake,0
super music,0
how could k people dislike this song or video,0
love itpurple_heart,0
i swear shaking keep getting more and more gorgeous she definitely look more gorgeous with her hair this way than super curly,0
couture comment be liker this is so year ago,0
it piss me off a bit that blank space ha more view mix than this me,0
bestclub_suitheart_suit,0
i love you p,0
i love shaking red_heartmusical_notemusical_notesmusical_scoreguitar,0
this song is special because is a song for africa and i am an african,0
lt song muchshakira really good artist,0
love shakirabr red_heartred_heartred_heartred_heart,0
definitley song i am listening gypsy shakira rocksbr span classproflinkwrapperspan classproflinkprefixspana classproflink hrefurl oidshakiravevoaspan,1
i remember that tournament like it wa today,0
thank you please give your email,1
beautiful,0
shaking you are so beautiful you are lovely lively we love you,0
great,0
best world cup song,0
fuck best ever nummber patrik kluivert son share,1
this song is so beauty,0
i heard this when i wa only year old and i still love it,0
wake wake,0
oh my god go to billion of replay i love shaking,0
i love her,0
love song ampi love shakiralt,0
yea still the best we song ever thumb up of you think the same,1
i liked,0
i like this song,0
i like it,0
wake wake,0
amazing song,0
cool song,0
i love u shaking,0
wake wake,0
this song suck,0
lot i love this song,0
shaking,0
subscribe my channel i recording fife goal watch now d,1
wow year,0
subscribe to me and i will subscribe to you back,1
you best singer,0
year soon,0
wonderful is love or music,0
best song ever x,0
very pleasant to hear hah good,0
love,0
wow,0
wake wake eh eh,0
cutie girl and beautiful song,0
love you shirt,0
i believe that soccer promotes terrorism bad choice shaking,0
i loved this song when i wa in my teenage year,0
lip synch is terrible,0
shaking is different she is so happy all the time and she is spending for africa be she can dance sing and she speaks language,0
gusttavo lima você não conhece br check,1
best world cup official song,0
year ago damn,0
very nice,0
help shaker wake wake be the first song by a female artist to reach billion view dark horse is ahead by roughly million more view and roar ha only million more view a refuel,1
like me,0
shaking song wake wake,0
so underrated better than kat perry but in not saying kat is bad but she ha no meaning to her song shaking ha meaningful song these are the song which bring memory and vibe i will miss it be,0
i love this song and expect the world cup,0
good time,0
it make me happy instantly and make me forgot everything bad happening,0
love this song so much one of my faves six,0
hi nice song shaking sorry for bad brazilin,0
best song go shake d,0
this is shit and voodoo attuned,0
i still listening this,0
sexy shaking,0
i love you sharia,0
me and my aunt love this song,0
i subscribed it,1
check playlist youtubebr,1
top three shaking song my choice be be wake wake it time for africa be cant remember to forget you be be empire be like this comment if u like shaking,1
check playlist youtubecentral,1
could take time amp spare min read thank br br i am rapper gon na honest there is thousand maybe even millionsbr br world many ambition dedication amp passionbr br do not money huge youtube advertisement incredible music videosbr br i am left comment expose musicbr br could take moment give chance ill make believerbr br would love nothing loyal following youtube anyone br br read could press quotthumbs upquot others see itbr br help push closer dream thank,1
please visit my channel,1
plea subscribe channel gamezzmta,1
plea subscribe my channel,1
plea subscribe game ma my channel,1
cool song check out my animal trafficking petitioner a refuel,1
subscribe and win a caper,1
hey guy love this but check out this girl name cause she know how to dance so search up e a dancing,1
if you want to win money at home click here a refuel it work,1
i am from brazil please subscribe my channel love you all,1
could punish people understand this be any way i how you doing subscribe to me i brake thing be _,1
plea subscribeeeeeeeeee channnnnnelll plzz,1
new way to make money easily and spending minute daily it a refuel,1
there are beautiful song please subscribe,1
can this channel get subscriber you can make that happen d,1
really love watching football also i have started making income financial risk acquiring bonus deal weird technique wager something one bookmaker bet betfair secure bonus income chap named jim vanstone finding wager free website vanstone secret google i have made quid thus far costfree guess bookie pay obtain new consumer yet actually work,1
and how many subscriber compared to her over a million,1
absolutely adore watching football plus i have started earning income risk claiming bonus deal weird technique put money something one bookmaker put money betfair acquire bonus income lad named jim vanstone selecting wager free website vanstone secret google generated quid far free assume bookmaker pay get new men woman succeeds,1
hi heard dribbleproshot search google web site watch smart free video featuring best way significantly boost football aka soccer skill time turned nick much better football soccer playerhis team mate definitily amazed hope help also,1
hey tried quotdribbleproshotquot yet search google website find useful free video demonstrating right way enormously improve soccer football skill time transformed fausto substantially better footballsoccer playerto amazement team mate hopefully work,1
still amazing this song i did a french pop parody please come on my channel to watch it share subscribe comment thanks,1
hey guy whats up i found this ape that let you get free gift card voucher like pin card box live card and even amazon gift card for free all you have to do is simply just download the ape from the ape store it is called junk wallet all you have to do is just sign up for the ape and then complete a few survey or just download some other free ape and you get money like cent also if you type in the code im you will also start off with free,1
guy check extraordinary website called firepacom make money online start working home today making per month firepacom visit firepacom check lake duzafizz singlewave spourmo burder colorful claster incandescent ambitious winooze absorbing macabre crestboot boxium womanly tan ybuwyn forgetful pepelexa zealous,1
wake waked check out my new hallowed video,1
we are year old boy we are trying to enter in the music industry maybe we are just a dreamer but we are not the only one please give u one chance to prove ourself to you we know these thing are annoying a hell we are sorry about that but we do anything to get music heard please visit our channel subscribe if you like and thumb this comment up so everyone can see we have made a song called i wan a play a game please take a look on our channel thanks,1
plz wilsubscribe frndzzl subscribe back,1
guy check extraordinary website called moneygqcom make money online start working home today making per month moneygqcom visit moneygqcom check fragile swim enlist person ice audit frequent son fantastic chance describes rate,1
subscribe me and i requite,1
stop wasting time get paid mess around facebook twitter get paid upto hour netjobscom work comfort home currently hiring people world wide range social medium job site facebook twitter youtube do not need prior skill experience begin work immediately easily make monthly incomeonly netjobscom,1
i love this this is one of my fave song now and i just subscribed,1
guy check extraordinary website called zonepacom make money online start working home today making per month zonepacom visit zonepacom check statement conciliate acidic stretch earth recognizes money numberless number transport trade,1
how to make a lot of money fast,1
visit quot ww estiloproduction com quot best website make money,1
message ta v fife p galaxy s mini pad visit the site hell,1
paid respond fast paid survey home enabled give working make buck monthly read go web site bitlybsefqe,1
hello guysi found way make money online get paid mess around facebook twitter get paid upto houronly netjobscom work comfort home currently hiring people world wide range social medium job site facebook twitter youtube do not need prior skill experience begin work immediately easily make monthly incomeonly netjobscom,1
guy check extraordinary website called zonepacom make money online start working home today making per month zonepacom visit zonepacom check meat discus successful memory peaceful unit arbitrate guide addition design worried loss,1
guy check extraordinary website called zonepacom make money online start working home today making per month zonepacom visit zonepacom check mother approve axiomatic insurance fear appoints roll space prepare historical shame,1
guy check extraordinary website called zonepacom make money online start working home today making per month zonepacom visit zonepacom check plausible summer submits behavior grass check peaceful seat country strategizes edge,1
check out my channel,1
subscribe my,1
please visit website oldchattk,1
hello everyone name anderson i am singer expecting buy subscriber word gain voice might best voice different good way ill work harder anyone get better cuz quotyeahquot dream huge one does not please take minute time check cover give chance will not regret feel like subscribing that would awesome it would mean world thank much,1
check out ganja good girl,1
subscribe youtube channel suscribite mi canal de youtube whatuknow,1
check out my bass cover of hip dont lie by shaking,1
subscribe to my channel it,1
the brutish called that soccer but you know the true word is football and the u foot is called rugby that work like that in we germany netherlands france portugal belgium spain just because the brutish dont agree to be like u because they are unique thats the reason why they also refused to have euro a money,1
subscribe now love the song love football,1
so beautiful,0
shes so pretty,0
i like,0
she is perfect,0
gangway style,1
your a fucking bitch,0
this song is racist,0
shakifans,0
like,0
i want new song,0
shaking is perfect,0
shaking,0
